-1	-2	0	-2	0	0	0	0	
-2	0	-2	-1	1	-2	-1	0	
0	0	-2	-2	1	0	-1	1	
-1	0	-1	2	-1	1	0	-1	
-2	0	2	-2	0	-1	1	-2	
-1	1	1	1	-1	-2	-1	0	
-1	-1	0	-2	-1	-2	-2	-1	
0	-1	-1	0	0	-1	-1	0	
-1	-2	-4	-1	-2	-2	-1	0	
0	0	-3	-1	-2	1	-3	-1	
-1	-1	4	0	-2	-1	-2	1	
-1	-2	0	-2	-2	0	0	-1	
0	-1	0	-1	0	0	1	-1	
0	0	-1	-4	-1	0	-1	1	
0	-2	-4	0	0	-2	-3	-2	
-1	3	7	1	0	2	-2	0	
0	-1	0	0	-1	-1	-4	0	
-2	-3	-2	-2	-1	0	0	-2	
1	0	0	2	2	0	1	0	
0	-2	-2	-2	-1	-1	-1	0	
-2	-1	-1	-1	0	0	-2	-1	
-1	-2	-1	-1	-1	0	1	1	
-2	1	0	1	-1	-1	0	-1	
-1	-2	-5	-1	-1	-1	0	0	
-1	-1	1	-1	-1	-1	-1	0	
-1	-2	-4	-3	0	0	-1	0	
-2	-1	2	0	-1	0	-2	0	
-3	-3	-13	-7	-3	1	0	-1	
-1	-2	-6	2	1	-1	0	0	
1	1	8	7	2	0	-1	1	
-1	0	-2	-5	0	1	-2	0	
-3	-5	-6	-4	-5	-2	-3	-3	
0	2	6	5	-1	-1	0	0	
-3	-7	-6	0	-2	-3	-2	-3	
2	2	-8	-17	-1	2	1	2	
0	0	4	-3	0	-1	0	0	
-3	-5	-27	6	3	-1	-1	-3	
0	2	28	37	-3	-3	-1	3	
1	3	21	-37	-6	-2	-1	-5	
2	3	-5	49	2	1	2	1	
-2	-3	1	-45	4	0	0	-1	
-10	-8	-4	11	-16	-6	-8	-25	
-1	5	19	9	22	5	-4	-62	
9	3	-11	-24	-7	1	7	40	
-24	-7	-6	81	0	-5	-15	-66	
-14	3	40	-110	-6	0	-8	-7	
33	2	5	74	-19	-1	32	71	
-3	-3	-29	17	11	0	-6	-48	
-7	-18	-10	-67	-15	-9	-16	-82	
-13	12	39	110	20	8	18	44	
20	32	75	-10	6	11	-8	-50	
0	-18	-73	-68	-32	-11	0	72	
4	-10	-54	111	25	8	22	60	
17	41	53	-95	-8	13	7	-44	
-9	-30	-37	49	-19	-18	-9	56	
20	4	-6	32	21	10	7	27	
3	7	12	-128	-40	-10	-8	6	
3	-18	-128	101	34	3	-3	-5	
-64	-9	8	-75	-51	-21	-13	-85	
39	37	59	10	58	30	8	-31	
30	-23	-74	76	-19	-18	3	28	
6	-12	87	82	4	6	3	42	
22	47	-69	57	53	19	18	49	
-48	-23	50	78	-42	-12	-12	-35	
18	58	-34	-97	21	17	13	18	
36	43	48	0	-5	4	10	5	
-44	-70	-103	102	-15	-31	-35	-42	
-14	-47	-53	-5	-9	-11	-10	-17	
-17	18	91	10	17	-10	-9	11	
20	29	14	-56	-26	19	14	8	
-18	-45	-101	-128	-36	-12	-12	-18	
-7	2	-11	76	-17	-13	-9	-15	
13	21	-17	-9	13	12	5	-1	
-26	-69	-128	-109	8	-7	-9	-9	
51	83	103	78	90	39	30	40	
2	33	89	-39	-33	-22	-13	-3	
-22	-41	-88	-68	-15	-3	-2	-4	
-1	11	-34	-93	-42	-2	-2	-14	
10	21	-35	96	1	2	4	16	
16	66	66	-53	61	25	10	18	
-8	-20	127	127	59	0	-16	-9	
-1	-22	-88	53	21	-6	-3	-1	
-8	-19	-109	-120	-39	1	-2	2	
-15	60	49	114	48	-4	-3	-36	
28	20	56	-128	-21	18	16	19	
-28	-74	-10	119	44	-13	-17	-17	
-57	-83	-14	60	-32	-35	-31	-38	
35	3	-126	-117	-27	35	27	25	
-20	-30	55	127	-55	-32	-15	-15	
-7	4	48	-16	-21	-17	-10	-15	
-14	-14	-8	-121	-75	-31	-20	7	
39	28	-84	-93	60	48	31	31	
-14	-7	21	101	23	9	-2	-6	
-12	-19	24	15	30	-2	-5	-5	
33	52	67	75	25	0	4	3	
-24	-76	21	70	-31	-19	-6	-6	
31	61	5	-88	10	25	16	21	
1	32	110	73	63	2	1	-2	
14	-1	46	105	52	19	12	14	
29	30	-9	-31	-30	-9	16	17	
-2	-12	-15	-67	-113	-31	-13	-1	
-2	5	-45	-128	-44	5	-1	-1	
-19	-79	-128	-70	-14	13	2	-7	
-16	39	70	109	-10	-21	-19	-17	
-4	-23	-103	-8	17	12	6	-8	
6	23	-117	-110	-43	-6	5	9	
21	25	21	-55	7	3	8	11	
-55	-89	24	32	27	-10	-21	-29	
-31	-82	-128	-47	-42	-22	-15	-16	
10	31	120	33	-24	-6	-4	-3	
-10	-34	-100	-128	10	21	11	-7	
-16	12	40	57	-34	-27	-21	-16	
23	42	53	-34	15	11	15	17	
-54	-84	-39	65	-106	-50	-44	-41	
27	61	94	-42	61	22	12	24	
-71	-114	-91	37	-36	-36	-40	-48	
-4	-31	19	-19	48	3	4	2	
-1	14	-105	44	-50	-31	-14	-6	
21	72	77	64	-12	5	6	4	
45	30	-58	-45	1	22	23	29	
-5	-1	-47	21	1	4	-4	-2	
-34	-101	-128	-74	43	-12	-10	-11	
6	7	14	-28	-14	-1	-3	-5	
16	-4	-122	-89	-60	6	16	1	
-10	-42	77	-47	18	-6	-4	19	
-6	-35	-12	25	7	20	7	0	
39	24	-58	-22	9	12	24	33	
20	63	-4	52	21	10	8	4	
6	16	-1	115	74	-3	-3	-2	
-34	-22	-36	36	-11	-10	-14	-19	
5	-12	-45	3	-38	5	1	-2	
13	-33	-128	-128	-5	12	8	17	
-36	-5	-6	120	-32	-14	-12	-23	
17	8	-55	82	26	1	3	8	
-53	-96	-51	92	-43	-35	-33	-35	
43	93	127	-128	22	34	23	25	
-36	-9	-74	6	-61	-18	-12	-20	
57	98	-18	58	38	35	33	34	
-5	15	95	100	-11	-24	-12	-8	
35	41	-25	-70	86	33	10	16	
54	68	53	81	81	19	16	35	
-28	-54	-40	48	-41	3	2	-12	
8	24	-74	-51	-28	-20	-4	2	
-36	-63	-97	97	-28	-29	-18	-17	
24	34	15	64	8	17	7	5	
58	82	127	-109	62	34	29	35	
-12	2	121	82	6	15	1	-6	
-46	-70	4	-11	-39	-29	-20	-26	
35	3	-128	37	20	17	13	16	
-10	-32	38	24	-30	-3	3	4	
-20	-30	-128	38	2	-10	-15	-18	
-16	24	-14	6	-9	-27	-19	-13	
-27	-35	75	-126	-33	-7	-11	-21	
9	-7	4	-82	11	14	12	12	
35	71	47	56	18	14	14	18	
-43	-100	-64	125	-50	-39	-23	-22	
-15	-30	-128	-105	-48	-3	-5	-13	
30	108	-30	47	76	6	2	8	
-19	-34	-39	-41	-2	9	-4	-14	
-15	-30	116	93	-25	-13	-12	-11	
3	3	-90	-87	60	12	9	8	
-19	-41	48	-1	-1	-8	-8	-12	
18	-5	-65	-4	4	6	9	14	
-5	7	-62	-79	-22	-11	-7	-4	
11	8	-6	127	32	24	8	5	
-7	17	38	-78	-14	-13	-12	-10	
-5	-31	-40	24	50	-2	-1	2	
32	48	84	-64	39	41	32	26	
-13	-14	67	90	-61	-21	-10	-9	
-4	-39	-81	-102	-27	-2	-1	-1	
-31	-44	-12	59	9	-10	-10	-17	
53	89	-7	57	68	45	34	29	
3	24	19	-103	-3	-5	-8	-2	
-18	-52	-26	127	-37	-20	-17	-13	
21	9	-65	-95	36	14	8	16	
-7	-33	-97	58	3	-13	-5	-8	
-25	6	114	110	-42	-22	-14	-19	
8	-26	-128	-110	-7	4	6	8	
27	54	37	-69	32	17	11	11	
-9	-1	109	54	8	-6	-8	-8	
-28	-40	0	-117	-34	-14	-3	-7	
-3	6	75	81	10	18	9	2	
-8	-15	24	-47	5	-17	-10	-9	
-10	-16	-10	-48	-20	-1	-3	-6	
-29	-51	-14	115	9	-14	-18	-25	
25	41	-105	-91	45	16	13	15	
-10	8	-26	-12	-29	-3	-2	-4	
-15	-46	-63	-7	1	-15	-12	-8	
40	57	-40	-3	13	10	19	22	
10	47	85	-6	-39	2	6	2	
-16	-17	73	127	-11	-15	-22	-11	
-24	-76	-109	-128	-26	-19	-17	-13	
4	-42	-68	-60	-13	1	5	4	
31	58	-91	73	2	4	9	14	
-14	-32	-23	-102	13	18	14	5	
-13	-15	75	125	-29	-26	-16	-12	
-19	-18	-38	-105	-42	-4	-3	-5	
32	38	12	-5	10	10	12	19	
-19	-49	-56	45	-8	-4	-8	-13	
65	105	71	6	12	47	44	36	
-1	-6	-58	38	30	-7	-9	3	
-26	-101	-85	47	-21	-17	-11	-11	
14	44	43	-40	-30	0	-5	2	
-3	1	31	-35	30	-3	8	-11	
9	-3	18	-44	34	18	-1	11	
-32	-42	88	-77	-30	-21	-17	-13	
-10	-1	3	60	-20	-29	-22	-18	
13	11	-109	-78	22	29	15	17	
-20	-20	-11	24	-22	0	1	-16	
-14	-46	41	62	53	5	12	-6	
-12	-2	3	-65	-54	-28	-22	-8	
-1	34	22	47	2	-12	-26	-8	
8	27	39	90	25	-3	-3	-1	
-21	-35	9	27	23	1	-11	-12	
2	18	99	73	3	18	20	6	
-27	-48	-58	19	-57	-36	-18	-15	
43	75	82	55	50	26	18	21	
-21	-25	-80	45	-41	-20	-14	-16	
-16	-34	-32	8	-9	-16	-8	-11	
28	16	-98	-53	47	15	9	18	
-27	-34	-77	-70	-64	-15	-14	-21	
25	25	-29	0	38	9	12	13	
8	17	35	85	-12	6	4	8	
-5	4	58	-79	-30	3	5	-2	
28	40	101	28	54	2	8	14	
-20	-20	-88	-19	-2	-9	-15	-17	
-16	-79	-109	15	-22	-6	-4	0	
-31	-56	-50	73	-24	-25	-27	-25	
7	-6	-121	-99	-34	-2	5	6	
17	33	29	-46	17	6	2	5	
-23	7	55	2	-9	-15	-1	-10	
14	12	-112	-104	30	26	6	13	
-16	-20	-45	25	-8	-9	-6	-10	
10	19	-30	108	-4	-1	-7	0	
-3	-30	-98	-115	-17	7	11	3	
29	74	37	-41	51	18	22	15	
23	38	-18	-85	-4	4	-4	7	
2	15	30	68	-7	1	0	3	
5	-18	-65	-24	-17	7	11	11	
-34	-27	47	35	4	-4	-12	-16	
25	2	-107	79	9	5	18	18	
-20	-13	-77	-18	-30	-17	-13	-12	
-3	25	60	69	16	-13	-16	-10	
8	18	-23	-55	-25	17	14	10	
-17	-34	-23	79	-7	-4	-7	-8	
-14	-59	21	-29	-15	-6	1	-7	
61	89	61	119	105	40	28	33	
-7	-38	-84	-76	12	-2	1	0	
-27	-28	5	48	-5	-15	-22	-18	
-1	-7	52	-53	10	-8	-6	-2	
25	74	86	-65	-4	31	22	15	
-22	-38	95	127	-12	-41	-25	-21	
19	-14	-101	-65	42	37	38	25	
-4	27	39	-23	-22	-8	-16	-7	
-4	-39	-61	38	33	0	-7	-7	
-10	-23	5	-22	-18	-19	-14	-10	
-11	35	127	46	-30	1	1	-8	
-19	-46	-35	120	14	-16	-11	-10	
-3	-21	-95	-128	-25	16	5	-3	
2	-3	-110	127	51	1	-6	-2	
23	47	-51	-91	20	16	7	8	
-9	-2	25	26	-45	-13	-6	-6	
1	-25	-75	-42	44	15	6	2	
42	50	34	-83	43	20	24	24	
-17	-19	71	37	-52	-27	-17	-16	
47	63	-128	-48	5	25	19	30	
-14	-13	-88	58	-23	-15	-10	-11	
-18	-48	-15	125	-3	-2	-2	-3	
-20	-62	-70	-71	-4	-5	-8	-8	
36	126	-49	63	23	12	10	13	
22	18	41	-22	-6	-10	-1	6	
-5	-1	1	30	-16	11	4	-2	
-13	-33	-85	-30	10	-4	-1	-5	
-20	-48	-20	-44	11	1	-4	-7	
-15	-13	-21	-97	-16	-6	-5	-7	
8	43	19	58	-22	-7	-2	1	
-11	-17	-23	-38	-32	-21	-13	-11	
34	43	17	-85	60	45	30	22	
-4	5	16	75	-10	-13	-4	1	
-11	-25	31	-9	-25	-5	-7	-8	
-1	12	42	18	8	1	2	3	
-8	-5	22	36	-5	-7	-3	-6	
-8	-13	-4	-14	-8	-6	-3	-4	
-5	-10	-27	-52	0	1	0	0	
5	15	41	36	13	0	-1	3	
-7	-20	3	-27	-25	-7	-4	-5	
3	0	0	11	10	3	2	2	
-4	-3	35	-10	-12	-5	-3	-3	
5	17	19	21	3	3	0	1	
-2	-6	31	3	-7	0	0	0	
-2	-3	-3	-7	-1	-4	-3	-4	
-1	-1	-5	6	-1	-2	-2	-1	
0	1	10	2	1	-2	-2	-2	
-7	-12	-6	-10	-2	-1	-2	0	
-2	2	9	17	4	-3	-1	-2	
-3	-7	-5	-23	-12	-3	-1	-1	
3	7	9	10	8	3	3	1	
-4	-6	24	6	-5	-5	-2	-3	
-2	-1	1	9	-1	0	-2	-1	
1	4	7	-13	-5	1	0	0	
-2	2	9	4	1	1	-2	0	
2	-5	-2	6	-3	-3	-1	-1	
-3	-3	4	0	-2	-2	-1	-3	
-2	-4	-4	-9	1	-1	1	0	
0	3	4	11	3	0	-1	-1	
-2	-1	-2	-5	-6	-1	-3	-3	
-1	-1	-7	3	2	1	0	0	
0	-3	2	-3	-3	0	-2	-3	
3	4	-1	5	0	-1	0	1	
-4	-4	0	-2	-3	0	-1	-2	
1	-1	-2	0	-2	0	-1	-1	
-1	-1	-2	2	1	0	-2	1	
1	-1	2	0	-2	-3	0	0	
-1	0	-5	-1	-1	-2	1	-1	
-2	1	2	4	0	-1	-2	-2	
-2	-3	0	-4	-4	1	-3	-1	
