0	0	-3	0	-1	1	-1	0	
1	0	-1	0	0	-1	-1	-1	
-3	-1	0	-1	0	2	-1	-1	
1	0	0	1	-2	-1	1	-2	
-1	-1	0	-1	-3	-1	-1	0	
0	1	-1	1	-1	-1	0	0	
0	0	-2	-1	0	-1	0	-2	
-1	-1	-1	-2	-2	0	0	1	
0	-3	-3	0	0	-1	-2	-2	
0	0	-2	-2	-1	-2	-2	-2	
1	0	-1	-1	-2	-2	-2	0	
-2	-1	-1	-1	-1	-2	-1	0	
0	0	-1	-3	-1	0	-1	-3	
0	-4	-1	0	-2	0	1	0	
-1	-1	1	-1	1	-1	1	-2	
0	0	0	-2	1	0	0	0	
0	0	-1	0	0	2	0	0	
0	-1	-2	-2	-1	0	-1	-1	
-3	1	0	0	1	-1	0	1	
0	1	-1	-1	0	0	-1	-1	
-2	0	1	-1	1	0	1	-2	
-1	-1	-1	0	-1	-2	-2	-1	
1	0	-1	1	-2	-1	0	0	
0	-1	-1	1	-1	-1	-1	0	
0	-1	-1	-1	-1	-1	0	0	
-2	-1	-1	-2	-2	-1	1	0	
1	-1	-1	-4	0	0	-1	-1	
0	-1	0	0	-1	0	-1	-1	
0	0	-2	0	-2	-4	-1	0	
-1	-1	-1	0	0	0	0	-1	
0	0	-1	-2	-1	-2	0	-2	
-1	0	-2	0	-2	-1	0	-1	
0	-1	0	1	0	0	-1	-2	
-1	-1	0	-1	-1	-1	0	-1	
0	-2	-1	2	-1	-1	0	0	
0	-2	-1	1	0	-1	-2	-1	
-1	-1	0	-1	-1	0	-1	-1	
0	1	-2	0	-1	-2	-2	0	
-1	0	1	0	-1	0	-2	-1	
-2	-1	-1	0	0	-3	0	-1	
-1	-1	-2	-1	-1	0	0	-1	
-1	-3	-2	0	-2	-1	-2	-2	
-1	0	-2	-2	-2	0	-4	-2	
-1	-1	0	-2	0	1	1	-2	
0	-1	0	0	0	-2	-1	-2	
0	0	-1	-1	-1	-1	-1	0	
-1	-3	-2	-1	-1	-1	-1	-1	
-1	1	0	-2	-1	1	-1	0	
1	0	-1	-1	-1	-1	-2	-1	
0	-2	0	-1	-1	0	-1	1	
-2	-1	-2	-2	0	0	-1	0	
-1	0	-2	-1	0	-1	-1	-2	
-2	0	-2	-2	-1	-1	0	-1	
-1	-2	1	0	-2	-1	0	-2	
-2	0	-6	-3	-1	-1	1	0	
-1	3	7	-1	-1	1	0	-2	
-1	-4	-1	1	0	-2	0	0	
0	0	10	1	1	0	1	-1	
0	-4	-1	0	0	-1	0	-1	
0	-2	-4	-2	-2	0	0	0	
-1	-1	1	-3	0	-1	0	-1	
-1	0	-15	-3	-2	0	-1	-2	
